# M5 全连接组定稿源（唯一定稿源，可修改复现）——B1a 执行节点按《生物仿真M5实施清单》§2 构建。
"# 列：role, neuron_class, neurotransmitter, receptor, synapse_from, synapse_to, synapse_type,"
"#     g_max_ns, delay_ms, g_gap_ns, muscle_target, note"
# 行语义：
#   - 神经元行：role=<302 神经元名>，neuron_class=<sensory|inter|motor|pharyngeal>，
#     neurotransmitter=<ach|glut|gaba|dopamine|serotonin|other>（覆盖率 100%），
#     muscle_target=<body_fwd|body_back|head_left|head_right>（运动神经元→虚拟身体通道，可选）。
#   - 化学突触行：synapse_from + synapse_to + synapse_type=chem + neurotransmitter（突触前递质）
#     + receptor（§2.3 映射：ach/glut→ampa、gaba→gaba、dopamine/serotonin→mod、other→none）
#     + g_max_ns（初始权重占位，§6 校准）+ delay_ms。
#   - 缝隙连接行：synapse_from + synapse_to + synapse_type=gap + g_gap_ns（初始占位）+ delay_ms。
#   - 肌肉行：role=muscle_drive，synapse_from=<运动神经元>，synapse_to=<4 通道>，
#     synapse_type=muscle，g_max_ns=收缩增量 w 占位（M3/M4 定稿值：fwd 0.18/back 0.60/head 0.50）。
# 
# PROVENANCE（数据源与版本，诚实性记录）：
#   - PRIMARY: openworm/c302 仓库 c302/data/herm_full_edgelist.csv（MIT License），
"#     = Cook et al. 2019, Nature 571:63-71 雌雄同体全连接组 full edge list；"
#     2026-08-25 经 api.github.com 下载（raw.githubusercontent 沙箱不可达）。
#   - 交叉核对: SI5_adjacency.xlsx（Cook 2019 官方 SI5 邻接矩阵，逐对一致）；
#     networks.skewed.de celegans_2019 官方 synapse list（node_type 分类源）；
#     aconnectome_white_1986_whole.csv（White 1986 数字化，对照）；
#     owmeta_cache.json（OpenWorm 302 神经元 class+neurotransmitter 标注，
#     源自 Pereira 2015 / Serrano-Saiz 2013 等文献编译）。
#   - 计数诚实性（预注册 §0 #5）：权威数据为唯一计数源，不得为过 Pass 改动；
#     本文件含真实连接组全部神经元-神经元化学/缝隙连接（含自连接，白名单保留）。
#   - 计数语义：化学突触行=神经元间有向连接对（Weight=突触计数见 counts.json）；
#     缝隙行=神经元间无向唯一对（多重连接合并）。
#   - 简化假设（详见 docs/m5_env_notes.md L7+）：AIY 实际递质=ach（M4 以 GABA 简化，差异记录）；
#     AVM 规范分类=inter（Cook=sensory）；真实体壁肌肉→虚拟 4 通道聚合；
#     DD/VD（GABA 能）/VC/HSN（性特异）/RME 不产生 muscle_drive 行。
role,neuron_class,neurotransmitter,receptor,synapse_from,synapse_to,synapse_type,g_max_ns,delay_ms,g_gap_ns,muscle_target,note
,,,,AUAL,AWCL,gap,,0.05,0.50,,
,,,,AUAL,RMDVL,gap,,0.05,0.50,,
,,,,AUAR,AWBR,gap,,0.05,0.50,,
,,,,AUAR,URXR,gap,,0.05,0.50,,
,,,,AVAL,AVAR,gap,,0.05,0.50,,
,,,,AVAL,AVDL,gap,,0.05,0.50,,
,,,,AVAL,AVDR,gap,,0.05,0.50,,
,,,,AVAL,AVEL,gap,,0.05,0.50,,
,,,,AVAL,AVJL,gap,,0.05,0.50,,
,,,,AVAL,AVJR,gap,,0.05,0.50,,
,,,,AVAL,DA1,gap,,0.05,0.50,,
,,,,AVAL,DA2,gap,,0.05,0.50,,
,,,,AVAL,DA3,gap,,0.05,0.50,,
,,,,AVAL,DA4,gap,,0.05,0.50,,
,,,,AVAL,DA5,gap,,0.05,0.50,,
,,,,AVAL,DA6,gap,,0.05,0.50,,
,,,,AVAL,DA7,gap,,0.05,0.50,,
,,,,AVAL,DA8,gap,,0.05,0.50,,
,,,,AVAL,DA9,gap,,0.05,0.50,,
,,,,AVAL,LUAL,gap,,0.05,0.50,,
,,,,AVAL,LUAR,gap,,0.05,0.50,,
,,,,AVAL,PHCL,gap,,0.05,0.50,,
,,,,AVAL,PHCR,gap,,0.05,0.50,,
,,,,AVAL,PVCL,gap,,0.05,0.50,,
,,,,AVAL,PVCR,gap,,0.05,0.50,,
,,,,AVAL,PVDR,gap,,0.05,0.50,,
,,,,AVAL,PVNL,gap,,0.05,0.50,,
,,,,AVAL,PVPL,gap,,0.05,0.50,,
,,,,AVAL,PVPR,gap,,0.05,0.50,,
,,,,AVAL,RIMR,gap,,0.05,0.50,,
,,,,AVAL,SABD,gap,,0.05,0.50,,
,,,,AVAL,SABVR,gap,,0.05,0.50,,
,,,,AVAL,URYDL,gap,,0.05,0.50,,
,,,,AVAL,URYVR,gap,,0.05,0.50,,
,,,,AVAL,VA1,gap,,0.05,0.50,,
,,,,AVAL,VA10,gap,,0.05,0.50,,
,,,,AVAL,VA11,gap,,0.05,0.50,,
,,,,AVAL,VA2,gap,,0.05,0.50,,
,,,,AVAL,VA3,gap,,0.05,0.50,,
,,,,AVAL,VA4,gap,,0.05,0.50,,
,,,,AVAL,VA5,gap,,0.05,0.50,,
,,,,AVAL,VA6,gap,,0.05,0.50,,
,,,,AVAL,VA7,gap,,0.05,0.50,,
,,,,AVAL,VA8,gap,,0.05,0.50,,
,,,,AVAL,VA9,gap,,0.05,0.50,,
,,,,AVAL,VB11,gap,,0.05,0.50,,
,,,,AVAR,AVBL,gap,,0.05,0.50,,
,,,,AVAR,AVDL,gap,,0.05,0.50,,
,,,,AVAR,AVDR,gap,,0.05,0.50,,
,,,,AVAR,AVER,gap,,0.05,0.50,,
,,,,AVAR,AVJR,gap,,0.05,0.50,,
,,,,AVAR,DA1,gap,,0.05,0.50,,
,,,,AVAR,DA2,gap,,0.05,0.50,,
,,,,AVAR,DA3,gap,,0.05,0.50,,
,,,,AVAR,DA4,gap,,0.05,0.50,,
,,,,AVAR,DA5,gap,,0.05,0.50,,
,,,,AVAR,DA6,gap,,0.05,0.50,,
,,,,AVAR,DA8,gap,,0.05,0.50,,
,,,,AVAR,DA9,gap,,0.05,0.50,,
,,,,AVAR,LUAR,gap,,0.05,0.50,,
,,,,AVAR,PHBL,gap,,0.05,0.50,,
,,,,AVAR,PHCR,gap,,0.05,0.50,,
,,,,AVAR,PVCL,gap,,0.05,0.50,,
,,,,AVAR,PVCR,gap,,0.05,0.50,,
,,,,AVAR,PVDL,gap,,0.05,0.50,,
,,,,AVAR,PVT,gap,,0.05,0.50,,
,,,,AVAR,PVWR,gap,,0.05,0.50,,
,,,,AVAR,RIML,gap,,0.05,0.50,,
,,,,AVAR,RIMR,gap,,0.05,0.50,,
,,,,AVAR,RMDR,gap,,0.05,0.50,,
,,,,AVAR,RMDVR,gap,,0.05,0.50,,
,,,,AVAR,SAAVR,gap,,0.05,0.50,,
,,,,AVAR,SABVL,gap,,0.05,0.50,,
,,,,AVAR,SABVR,gap,,0.05,0.50,,
,,,,AVAR,URYDR,gap,,0.05,0.50,,
,,,,AVAR,VA1,gap,,0.05,0.50,,
,,,,AVAR,VA10,gap,,0.05,0.50,,
,,,,AVAR,VA11,gap,,0.05,0.50,,
,,,,AVAR,VA12,gap,,0.05,0.50,,
,,,,AVAR,VA3,gap,,0.05,0.50,,
,,,,AVAR,VA4,gap,,0.05,0.50,,
,,,,AVAR,VA5,gap,,0.05,0.50,,
,,,,AVAR,VA7,gap,,0.05,0.50,,
,,,,AVAR,VA8,gap,,0.05,0.50,,
,,,,AVAR,VA9,gap,,0.05,0.50,,
,,,,AVAR,VD11,gap,,0.05,0.50,,
,,,,AVBL,AVBR,gap,,0.05,0.50,,
,,,,AVBL,DB2,gap,,0.05,0.50,,
,,,,AVBL,DB3,gap,,0.05,0.50,,
,,,,AVBL,DB4,gap,,0.05,0.50,,
,,,,AVBL,DB5,gap,,0.05,0.50,,
,,,,AVBL,DB6,gap,,0.05,0.50,,
,,,,AVBL,DB7,gap,,0.05,0.50,,
,,,,AVBL,DVA,gap,,0.05,0.50,,
,,,,AVBL,PVNR,gap,,0.05,0.50,,
,,,,AVBL,RIBL,gap,,0.05,0.50,,
,,,,AVBL,RIBR,gap,,0.05,0.50,,
,,,,AVBL,RID,gap,,0.05,0.50,,
,,,,AVBL,SDQR,gap,,0.05,0.50,,
,,,,AVBL,SIBVL,gap,,0.05,0.50,,
,,,,AVBL,VA11,gap,,0.05,0.50,,
,,,,AVBL,VB1,gap,,0.05,0.50,,
,,,,AVBL,VB10,gap,,0.05,0.50,,
,,,,AVBL,VB11,gap,,0.05,0.50,,
,,,,AVBL,VB2,gap,,0.05,0.50,,
,,,,AVBL,VB4,gap,,0.05,0.50,,
,,,,AVBL,VB5,gap,,0.05,0.50,,
,,,,AVBL,VB6,gap,,0.05,0.50,,
,,,,AVBL,VB7,gap,,0.05,0.50,,
,,,,AVBL,VB8,gap,,0.05,0.50,,
,,,,AVBL,VB9,gap,,0.05,0.50,,
,,,,AVBR,AVJR,gap,,0.05,0.50,,
,,,,AVBR,DB1,gap,,0.05,0.50,,
,,,,AVBR,DB2,gap,,0.05,0.50,,
,,,,AVBR,DB3,gap,,0.05,0.50,,
,,,,AVBR,DB4,gap,,0.05,0.50,,
,,,,AVBR,DB5,gap,,0.05,0.50,,
,,,,AVBR,DB6,gap,,0.05,0.50,,
,,,,AVBR,DB7,gap,,0.05,0.50,,
,,,,AVBR,DVA,gap,,0.05,0.50,,
,,,,AVBR,PVNL,gap,,0.05,0.50,,
,,,,AVBR,PVNR,gap,,0.05,0.50,,
,,,,AVBR,PVPR,gap,,0.05,0.50,,
,,,,AVBR,RIBL,gap,,0.05,0.50,,
,,,,AVBR,RIBR,gap,,0.05,0.50,,
,,,,AVBR,RID,gap,,0.05,0.50,,
,,,,AVBR,SIBDL,gap,,0.05,0.50,,
,,,,AVBR,VA11,gap,,0.05,0.50,,
,,,,AVBR,VB10,gap,,0.05,0.50,,
,,,,AVBR,VB11,gap,,0.05,0.50,,
,,,,AVBR,VB2,gap,,0.05,0.50,,
,,,,AVBR,VB3,gap,,0.05,0.50,,
,,,,AVBR,VB4,gap,,0.05,0.50,,
,,,,AVBR,VB5,gap,,0.05,0.50,,
,,,,AVBR,VB6,gap,,0.05,0.50,,
,,,,AVBR,VB7,gap,,0.05,0.50,,
,,,,AVBR,VB8,gap,,0.05,0.50,,
,,,,AVBR,VB9,gap,,0.05,0.50,,
,,,,AVDL,AVDR,gap,,0.05,0.50,,
,,,,AVDL,AVHL,gap,,0.05,0.50,,
,,,,AVDL,AVJR,gap,,0.05,0.50,,
,,,,AVDL,AVM,gap,,0.05,0.50,,
,,,,AVDL,FLPL,gap,,0.05,0.50,,
,,,,AVDL,FLPR,gap,,0.05,0.50,,
,,,,AVDL,PQR,gap,,0.05,0.50,,
,,,,AVDL,PVNR,gap,,0.05,0.50,,
,,,,AVDL,PVT,gap,,0.05,0.50,,
,,,,AVDL,RIFL,gap,,0.05,0.50,,
,,,,AVDL,VA10,gap,,0.05,0.50,,
,,,,AVDR,AVJL,gap,,0.05,0.50,,
,,,,AVDR,FLPR,gap,,0.05,0.50,,
,,,,AVDR,PQR,gap,,0.05,0.50,,
,,,,AVDR,PVCR,gap,,0.05,0.50,,
,,,,AVDR,PVNL,gap,,0.05,0.50,,
,,,,AVDR,PVNR,gap,,0.05,0.50,,
,,,,AVDR,PVWR,gap,,0.05,0.50,,
,,,,AVDR,SIADL,gap,,0.05,0.50,,
,,,,AVEL,AVER,gap,,0.05,0.50,,
,,,,AVEL,AVL,gap,,0.05,0.50,,
,,,,AVEL,BAGR,gap,,0.05,0.50,,
,,,,AVEL,PVPR,gap,,0.05,0.50,,
,,,,AVEL,RIML,gap,,0.05,0.50,,
,,,,AVEL,RIMR,gap,,0.05,0.50,,
,,,,AVEL,RIS,gap,,0.05,0.50,,
,,,,AVEL,RMDVR,gap,,0.05,0.50,,
,,,,AVEL,RMEV,gap,,0.05,0.50,,
,,,,AVEL,RMGL,gap,,0.05,0.50,,
,,,,AVEL,SMDVR,gap,,0.05,0.50,,
,,,,AVER,AVKR,gap,,0.05,0.50,,
,,,,AVER,DA1,gap,,0.05,0.50,,
,,,,AVER,RIFL,gap,,0.05,0.50,,
,,,,AVER,RIML,gap,,0.05,0.50,,
,,,,AVER,RIMR,gap,,0.05,0.50,,
,,,,AVER,RMDDL,gap,,0.05,0.50,,
,,,,AVER,RMDR,gap,,0.05,0.50,,
,,,,AVER,RMDVL,gap,,0.05,0.50,,
,,,,AVER,RMDVR,gap,,0.05,0.50,,
,,,,AVER,RMEV,gap,,0.05,0.50,,
,,,,AVER,SMDDR,gap,,0.05,0.50,,
,,,,AVFL,AVFR,gap,,0.05,0.50,,
,,,,AVFL,AVG,gap,,0.05,0.50,,
,,,,AVFL,AVHL,gap,,0.05,0.50,,
,,,,AVFL,AVHR,gap,,0.05,0.50,,
,,,,AVFL,PVCL,gap,,0.05,0.50,,
,,,,AVFL,PVNR,gap,,0.05,0.50,,
,,,,AVFL,PVPL,gap,,0.05,0.50,,
,,,,AVFL,PVPR,gap,,0.05,0.50,,
,,,,AVFL,PVQR,gap,,0.05,0.50,,
,,,,AVFL,VA11,gap,,0.05,0.50,,
,,,,AVFL,VC5,gap,,0.05,0.50,,
,,,,AVFL,VD12,gap,,0.05,0.50,,
,,,,AVFR,AVG,gap,,0.05,0.50,,
,,,,AVFR,AVHL,gap,,0.05,0.50,,
,,,,AVFR,AVHR,gap,,0.05,0.50,,
,,,,AVFR,PVPL,gap,,0.05,0.50,,
,,,,AVFR,PVQL,gap,,0.05,0.50,,
,,,,AVFR,PVQR,gap,,0.05,0.50,,
,,,,AVFR,RMGL,gap,,0.05,0.50,,
,,,,AVFR,VB1,gap,,0.05,0.50,,
,,,,AVG,AVHR,gap,,0.05,0.50,,
,,,,AVG,AVJR,gap,,0.05,0.50,,
,,,,AVG,AVL,gap,,0.05,0.50,,
,,,,AVG,DD6,gap,,0.05,0.50,,
,,,,AVG,DVC,gap,,0.05,0.50,,
,,,,AVG,PHAL,gap,,0.05,0.50,,
,,,,AVG,PHAR,gap,,0.05,0.50,,
,,,,AVG,PHCR,gap,,0.05,0.50,,
,,,,AVG,PVDL,gap,,0.05,0.50,,
,,,,AVG,PVPL,gap,,0.05,0.50,,
,,,,AVG,PVPR,gap,,0.05,0.50,,
,,,,AVG,PVQL,gap,,0.05,0.50,,
,,,,AVG,PVT,gap,,0.05,0.50,,
,,,,AVG,RIFR,gap,,0.05,0.50,,
,,,,AVHL,AVHR,gap,,0.05,0.50,,
,,,,AVHL,AVJR,gap,,0.05,0.50,,
,,,,AVHL,DB7,gap,,0.05,0.50,,
,,,,AVHL,DVB,gap,,0.05,0.50,,
,,,,AVHL,LUAL,gap,,0.05,0.50,,
,,,,AVHL,PHAL,gap,,0.05,0.50,,
,,,,AVHL,PHBL,gap,,0.05,0.50,,
,,,,AVHL,PHBR,gap,,0.05,0.50,,
,,,,AVHL,PHCR,gap,,0.05,0.50,,
,,,,AVHL,PVNL,gap,,0.05,0.50,,
,,,,AVHL,PVNR,gap,,0.05,0.50,,
,,,,AVHL,PVPL,gap,,0.05,0.50,,
,,,,AVHL,PVPR,gap,,0.05,0.50,,
,,,,AVHL,VD12,gap,,0.05,0.50,,
,,,,AVHR,AVJL,gap,,0.05,0.50,,
,,,,AVHR,AVJR,gap,,0.05,0.50,,
,,,,AVHR,AVL,gap,,0.05,0.50,,
,,,,AVHR,DA8,gap,,0.05,0.50,,
,,,,AVHR,DD6,gap,,0.05,0.50,,
,,,,AVHR,DVC,gap,,0.05,0.50,,
,,,,AVHR,PHAR,gap,,0.05,0.50,,
,,,,AVHR,PHBL,gap,,0.05,0.50,,
,,,,AVHR,PHBR,gap,,0.05,0.50,,
,,,,AVHR,PVNL,gap,,0.05,0.50,,
,,,,AVHR,PVNR,gap,,0.05,0.50,,
,,,,AVHR,PVPL,gap,,0.05,0.50,,
,,,,AVHR,PVPR,gap,,0.05,0.50,,
,,,,AVHR,PVQL,gap,,0.05,0.50,,
,,,,AVHR,PVQR,gap,,0.05,0.50,,
,,,,AVHR,PVT,gap,,0.05,0.50,,
,,,,AVHR,SIAVL,gap,,0.05,0.50,,
,,,,AVHR,VA11,gap,,0.05,0.50,,
,,,,AVHR,VD12,gap,,0.05,0.50,,
,,,,AVJL,AVJR,gap,,0.05,0.50,,
,,,,AVJL,LUAL,gap,,0.05,0.50,,
,,,,AVJL,LUAR,gap,,0.05,0.50,,
,,,,AVJL,PDB,gap,,0.05,0.50,,
,,,,AVJL,PQR,gap,,0.05,0.50,,
,,,,AVJL,PVCL,gap,,0.05,0.50,,
,,,,AVJL,PVCR,gap,,0.05,0.50,,
,,,,AVJL,PVNL,gap,,0.05,0.50,,
,,,,AVJL,PVNR,gap,,0.05,0.50,,
,,,,AVJL,PVWL,gap,,0.05,0.50,,
,,,,AVJL,PVWR,gap,,0.05,0.50,,
,,,,AVJL,RIFR,gap,,0.05,0.50,,
,,,,AVJL,RIS,gap,,0.05,0.50,,
,,,,AVJR,LUAR,gap,,0.05,0.50,,
,,,,AVJR,PHBL,gap,,0.05,0.50,,
,,,,AVJR,PHCR,gap,,0.05,0.50,,
,,,,AVJR,PQR,gap,,0.05,0.50,,
,,,,AVJR,PVCL,gap,,0.05,0.50,,
,,,,AVJR,PVCR,gap,,0.05,0.50,,
,,,,AVJR,PVNR,gap,,0.05,0.50,,
,,,,AVJR,PVT,gap,,0.05,0.50,,
,,,,AVJR,PVWR,gap,,0.05,0.50,,
,,,,AVJR,VA11,gap,,0.05,0.50,,
,,,,AVKL,AVKR,gap,,0.05,0.50,,
,,,,AVKL,AVL,gap,,0.05,0.50,,
,,,,AVKL,DVA,gap,,0.05,0.50,,
,,,,AVKL,PDEL,gap,,0.05,0.50,,
,,,,AVKL,PDER,gap,,0.05,0.50,,
,,,,AVKL,PVM,gap,,0.05,0.50,,
,,,,AVKL,PVPL,gap,,0.05,0.50,,
,,,,AVKL,PVPR,gap,,0.05,0.50,,
,,,,AVKL,PVT,gap,,0.05,0.50,,
,,,,AVKL,RIGL,gap,,0.05,0.50,,
,,,,AVKL,RIGR,gap,,0.05,0.50,,
,,,,AVKL,SMBDL,gap,,0.05,0.50,,
,,,,AVKL,SMBDR,gap,,0.05,0.50,,
,,,,AVKL,SMBVL,gap,,0.05,0.50,,
,,,,AVKL,SMBVR,gap,,0.05,0.50,,
,,,,AVKL,VB10,gap,,0.05,0.50,,
,,,,AVKR,PDEL,gap,,0.05,0.50,,
,,,,AVKR,PVPL,gap,,0.05,0.50,,
,,,,AVKR,PVQL,gap,,0.05,0.50,,
,,,,AVKR,PVT,gap,,0.05,0.50,,
,,,,AVKR,RICL,gap,,0.05,0.50,,
,,,,AVKR,RIGR,gap,,0.05,0.50,,
,,,,AVKR,RIMR,gap,,0.05,0.50,,
,,,,AVKR,SMBDL,gap,,0.05,0.50,,
,,,,AVKR,SMBDR,gap,,0.05,0.50,,
,,,,AVKR,SMBVR,gap,,0.05,0.50,,
,,,,AVL,DA9,gap,,0.05,0.50,,
,,,,AVL,DD6,gap,,0.05,0.50,,
,,,,AVL,DVB,gap,,0.05,0.50,,
,,,,AVL,DVC,gap,,0.05,0.50,,
,,,,AVL,PDA,gap,,0.05,0.50,,
,,,,AVL,PVNR,gap,,0.05,0.50,,
,,,,AVL,PVPL,gap,,0.05,0.50,,
,,,,AVL,PVPR,gap,,0.05,0.50,,
,,,,AVL,PVT,gap,,0.05,0.50,,
,,,,AVL,PVWR,gap,,0.05,0.50,,
,,,,AVL,VC6,gap,,0.05,0.50,,
,,,,AVL,VD11,gap,,0.05,0.50,,
,,,,AVL,VD12,gap,,0.05,0.50,,
,,,,AVL,VD13,gap,,0.05,0.50,,
,,,,AVM,PVR,gap,,0.05,0.50,,
,,,,AWAL,AWAR,gap,,0.05,0.50,,
,,,,AWBL,AWBR,gap,,0.05,0.50,,
,,,,AWBL,RMGL,gap,,0.05,0.50,,
,,,,AWBR,RICL,gap,,0.05,0.50,,
,,,,AWBR,RMGR,gap,,0.05,0.50,,
,,,,BAGL,BAGR,gap,,0.05,0.50,,
,,,,BAGL,RIGL,gap,,0.05,0.50,,
,,,,BAGL,RIGR,gap,,0.05,0.50,,
,,,,BAGL,RIR,gap,,0.05,0.50,,
,,,,BAGR,RIR,gap,,0.05,0.50,,
,,,,BDUL,PVNL,gap,,0.05,0.50,,
,,,,BDUR,HSNR,gap,,0.05,0.50,,
,,,,BDUR,PVR,gap,,0.05,0.50,,
,,,,CEPDL,OLQDL,gap,,0.05,0.50,,
,,,,CEPDR,OLQDR,gap,,0.05,0.50,,
,,,,CEPVL,OLQVL,gap,,0.05,0.50,,
,,,,CEPVL,RIH,gap,,0.05,0.50,,
,,,,CEPVL,URAVL,gap,,0.05,0.50,,
,,,,CEPVR,IL2VR,gap,,0.05,0.50,,
,,,,CEPVR,OLQVR,gap,,0.05,0.50,,
,,,,DA1,DA2,gap,,0.05,0.50,,
,,,,DA1,FLPR,gap,,0.05,0.50,,
,,,,DA2,DA5,gap,,0.05,0.50,,
,,,,DA2,FLPR,gap,,0.05,0.50,,
,,,,DA2,VA1,gap,,0.05,0.50,,
,,,,DA2,VA6,gap,,0.05,0.50,,
,,,,DA3,DA4,gap,,0.05,0.50,,
,,,,DA3,DA5,gap,,0.05,0.50,,
,,,,DA3,FLPR,gap,,0.05,0.50,,
,,,,DA3,VA2,gap,,0.05,0.50,,
,,,,DA3,VA6,gap,,0.05,0.50,,
,,,,DA4,PVCL,gap,,0.05,0.50,,
,,,,DA4,VA3,gap,,0.05,0.50,,
,,,,DA7,DA8,gap,,0.05,0.50,,
,,,,DA7,PVCL,gap,,0.05,0.50,,
,,,,DA7,PVCR,gap,,0.05,0.50,,
,,,,DA7,PVQR,gap,,0.05,0.50,,
,,,,DA7,VD11,gap,,0.05,0.50,,
,,,,DA8,DA9,gap,,0.05,0.50,,
,,,,DA8,DD6,gap,,0.05,0.50,,
,,,,DA8,DVB,gap,,0.05,0.50,,
,,,,DA8,PDA,gap,,0.05,0.50,,
,,,,DA8,PHCL,gap,,0.05,0.50,,
,,,,DA8,PVCL,gap,,0.05,0.50,,
,,,,DA8,PVCR,gap,,0.05,0.50,,
,,,,DA8,PVWL,gap,,0.05,0.50,,
,,,,DA8,VA10,gap,,0.05,0.50,,
,,,,DA8,VA12,gap,,0.05,0.50,,
,,,,DA9,DVA,gap,,0.05,0.50,,
,,,,DA9,PDA,gap,,0.05,0.50,,
,,,,DA9,PHCR,gap,,0.05,0.50,,
,,,,DA9,PVCR,gap,,0.05,0.50,,
,,,,DA9,PVR,gap,,0.05,0.50,,
,,,,DA9,VA10,gap,,0.05,0.50,,
,,,,DA9,VA11,gap,,0.05,0.50,,
,,,,DA9,VA12,gap,,0.05,0.50,,
,,,,DA9,VB11,gap,,0.05,0.50,,
,,,,DA9,VD13,gap,,0.05,0.50,,
,,,,DB1,DB2,gap,,0.05,0.50,,
,,,,DB1,DVA,gap,,0.05,0.50,,
,,,,DB1,RID,gap,,0.05,0.50,,
,,,,DB1,VB3,gap,,0.05,0.50,,
,,,,DB2,DB3,gap,,0.05,0.50,,
,,,,DB2,VB4,gap,,0.05,0.50,,
,,,,DB3,DB4,gap,,0.05,0.50,,
,,,,DB3,DD3,gap,,0.05,0.50,,
,,,,DB3,PVM,gap,,0.05,0.50,,
,,,,DB3,RID,gap,,0.05,0.50,,
,,,,DB3,VB6,gap,,0.05,0.50,,
,,,,DB4,DB5,gap,,0.05,0.50,,
,,,,DB4,DD3,gap,,0.05,0.50,,
,,,,DB5,DB6,gap,,0.05,0.50,,
,,,,DB6,DB7,gap,,0.05,0.50,,
,,,,DB6,DVA,gap,,0.05,0.50,,
,,,,DB7,DVA,gap,,0.05,0.50,,
,,,,DB7,PDB,gap,,0.05,0.50,,
,,,,DB7,PVCL,gap,,0.05,0.50,,
,,,,DB7,PVCR,gap,,0.05,0.50,,
,,,,DB7,PVR,gap,,0.05,0.50,,
,,,,DB7,VA10,gap,,0.05,0.50,,
,,,,DD1,DD2,gap,,0.05,0.50,,
,,,,DD1,FLPL,gap,,0.05,0.50,,
,,,,DD1,RIFR,gap,,0.05,0.50,,
,,,,DD1,SABVR,gap,,0.05,0.50,,
,,,,DD1,VC1,gap,,0.05,0.50,,
,,,,DD1,VD2,gap,,0.05,0.50,,
,,,,DD1,VD3,gap,,0.05,0.50,,
,,,,DD2,DD3,gap,,0.05,0.50,,
,,,,DD2,VD3,gap,,0.05,0.50,,
,,,,DD2,VD4,gap,,0.05,0.50,,
,,,,DD2,VD5,gap,,0.05,0.50,,
,,,,DD3,DD4,gap,,0.05,0.50,,
,,,,DD4,DD5,gap,,0.05,0.50,,
,,,,DD5,DD6,gap,,0.05,0.50,,
,,,,DD5,DVB,gap,,0.05,0.50,,
,,,,DD6,DVB,gap,,0.05,0.50,,
,,,,DD6,DVC,gap,,0.05,0.50,,
,,,,DD6,PDA,gap,,0.05,0.50,,
,,,,DD6,PVNL,gap,,0.05,0.50,,
,,,,DD6,PVPL,gap,,0.05,0.50,,
,,,,DD6,PVPR,gap,,0.05,0.50,,
,,,,DD6,PVT,gap,,0.05,0.50,,
,,,,DD6,VA12,gap,,0.05,0.50,,
,,,,DD6,VD11,gap,,0.05,0.50,,
,,,,DD6,VD12,gap,,0.05,0.50,,
,,,,DD6,VD13,gap,,0.05,0.50,,
,,,,DVA,DVC,gap,,0.05,0.50,,
,,,,DVA,PDA,gap,,0.05,0.50,,
,,,,DVA,PDEL,gap,,0.05,0.50,,
,,,,DVA,PDER,gap,,0.05,0.50,,
,,,,DVA,PVCL,gap,,0.05,0.50,,
,,,,DVA,PVCR,gap,,0.05,0.50,,
,,,,DVA,PVM,gap,,0.05,0.50,,
,,,,DVA,PVPL,gap,,0.05,0.50,,
,,,,DVA,PVR,gap,,0.05,0.50,,
,,,,DVA,PVT,gap,,0.05,0.50,,
,,,,DVA,SAAVR,gap,,0.05,0.50,,
,,,,DVA,SDQL,gap,,0.05,0.50,,
,,,,DVA,SDQR,gap,,0.05,0.50,,
,,,,DVA,SIADR,gap,,0.05,0.50,,
,,,,DVA,SIAVR,gap,,0.05,0.50,,
,,,,DVA,VA11,gap,,0.05,0.50,,
,,,,DVA,VB4,gap,,0.05,0.50,,
,,,,DVB,DVB,gap,,0.05,0.50,,自连接（白名单保留）
,,,,DVB,DVC,gap,,0.05,0.50,,
,,,,DVB,PVPL,gap,,0.05,0.50,,
,,,,DVB,PVPR,gap,,0.05,0.50,,
,,,,DVB,PVT,gap,,0.05,0.50,,
,,,,DVB,VD11,gap,,0.05,0.50,,
,,,,DVB,VD13,gap,,0.05,0.50,,
,,,,DVC,PVDR,gap,,0.05,0.50,,
,,,,DVC,PVNR,gap,,0.05,0.50,,
,,,,DVC,PVPL,gap,,0.05,0.50,,
,,,,DVC,PVPR,gap,,0.05,0.50,,
,,,,DVC,PVQR,gap,,0.05,0.50,,
,,,,DVC,PVT,gap,,0.05,0.50,,
,,,,DVC,VC6,gap,,0.05,0.50,,
,,,,DVC,VD1,gap,,0.05,0.50,,
,,,,DVC,VD11,gap,,0.05,0.50,,
,,,,DVC,VD13,gap,,0.05,0.50,,
,,,,FLPL,FLPR,gap,,0.05,0.50,,
,,,,FLPL,RIH,gap,,0.05,0.50,,
,,,,FLPL,SDQL,gap,,0.05,0.50,,
,,,,FLPL,SIADR,gap,,0.05,0.50,,
,,,,HSNL,HSNR,gap,,0.05,0.50,,
,,,,HSNL,PVPL,gap,,0.05,0.50,,
,,,,HSNL,RIFL,gap,,0.05,0.50,,
,,,,HSNR,PVNR,gap,,0.05,0.50,,
,,,,HSNR,PVPR,gap,,0.05,0.50,,
,,,,I1L,I2L,gap,,0.05,0.50,,
,,,,I1L,M3L,gap,,0.05,0.50,,
,,,,I1L,MCR,gap,,0.05,0.50,,
,,,,I1L,NSML,gap,,0.05,0.50,,
,,,,I1L,RIPL,gap,,0.05,0.50,,
,,,,I1R,I2R,gap,,0.05,0.50,,
,,,,I1R,I3,gap,,0.05,0.50,,
